,movie_id,name/year,genre,year,name,genre_list,genre_length,avg_rating,rating_count
17619,1179031,Cold in July (2014),Crime|Thriller,2014,Cold in July,"['Crime', 'Thriller']",2,7.0181818181818185,165
17620,1179034,From Paris with Love (2010),Action|Crime|Thriller,2010,From Paris with Love,"['Action', 'Crime', 'Thriller']",3,6.433962264150943,53
17631,1179933,10 Cloverfield Lane (2016),Drama|Horror|Mystery|Sci-Fi|Thriller,2016,10 Cloverfield Lane,"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",5,7.188106796116505,824
17644,1182350,You Will Meet a Tall Dark Stranger (2010),Comedy|Drama|Romance,2010,You Will Meet a Tall Dark Stranger,"['Comedy', 'Drama', 'Romance']",3,6.140350877192983,57
17703,1188996,My Name Is Khan (2010),Drama,2010,My Name Is Khan,['Drama'],1,8.845360824742269,97
17705,1189073,La piel que habito (2011),Drama|Horror|Thriller,2011,La piel que habito,"['Drama', 'Horror', 'Thriller']",3,7.921985815602837,141
17708,1189340,The Lincoln Lawyer (2011),Crime|Drama|Thriller,2011,The Lincoln Lawyer,"['Crime', 'Drama', 'Thriller']",3,7.734782608695652,230
17723,1192628,Rango (2011),Animation|Adventure|Comedy|Family|Western,2011,Rango,"['Animation', 'Adventure', 'Comedy', 'Family', 'Western']",5,7.554216867469879,83
17733,1194173,The Bourne Legacy (2012),Action|Adventure|Thriller,2012,The Bourne Legacy,"['Action', 'Adventure', 'Thriller']",3,6.828326180257511,233
17745,1195478,The Five-Year Engagement (2012),Comedy|Romance,2012,The Five-Year Engagement,"['Comedy', 'Romance']",2,6.481132075471698,106
17751,1196948,The Necessary Death of Charlie Countryman (2013),Comedy|Drama|Romance|Thriller,2013,The Necessary Death of Charlie Countryman,"['Comedy', 'Drama', 'Romance', 'Thriller']",4,6.868131868131868,91
17752,1196956,One Chance (2013),Biography|Comedy|Drama|Music,2013,One Chance,"['Biography', 'Comedy', 'Drama', 'Music']",4,6.87719298245614,57
17762,1198156,You're Not You (2014),Drama,2014,You're Not You,['Drama'],1,8.13265306122449,98
17775,1201607,Harry Potter and the Deathly Hallows: Part 2 (2011),Adventure|Drama|Fantasy|Mystery,2011,Harry Potter and the Deathly Hallows: Part 2,"['Adventure', 'Drama', 'Fantasy', 'Mystery']",4,8.802867383512545,279
17785,1204340,Tyrannosaur (2011),Drama,2011,Tyrannosaur,['Drama'],1,8.017241379310345,58
17790,1204975,Last Vegas (2013),Comedy|Drama,2013,Last Vegas,"['Comedy', 'Drama']",2,6.832288401253918,638
17791,1204977,Ouija (2014),Horror|Mystery|Thriller,2014,Ouija,"['Horror', 'Mystery', 'Thriller']",3,4.787671232876712,146
17798,1205537,Jack Ryan: Shadow Recruit (2014),Action|Drama|Thriller,2014,Jack Ryan: Shadow Recruit,"['Action', 'Drama', 'Thriller']",3,6.442965779467681,526
17806,1206543,Out of the Furnace (2013),Crime|Drama|Thriller,2013,Out of the Furnace,"['Crime', 'Drama', 'Thriller']",3,6.788546255506608,454
17808,1206885,Rambo: Last Blood (2019),Action|Adventure|Thriller|Western,2019,Rambo: Last Blood,"['Action', 'Adventure', 'Thriller', 'Western']",4,7.311764705882353,340
17821,1210166,Moneyball (2011),Biography|Drama|Sport,2011,Moneyball,"['Biography', 'Drama', 'Sport']",3,7.950261780104712,382
17825,1210819,The Lone Ranger (2013),Action|Adventure|Western,2013,The Lone Ranger,"['Action', 'Adventure', 'Western']",3,6.649717514124294,885
17826,1211837,Doctor Strange (2016),Action|Adventure|Fantasy|Sci-Fi,2016,Doctor Strange,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",4,7.728057553956835,1390
17828,1211956,Escape Plan (2013),Action|Crime|Mystery|Sci-Fi|Thriller,2013,Escape Plan,"['Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']",5,6.991416309012876,932
17831,1212428,The Lost City of Z (2016),Adventure|Biography|Drama|History,2016,The Lost City of Z,"['Adventure', 'Biography', 'Drama', 'History']",4,6.770408163265306,196
17833,1212450,Lawless (2012),Crime|Drama,2012,Lawless,"['Crime', 'Drama']",2,7.3538461538461535,390
17843,1213641,First Man (2018),Biography|Drama|History,2018,First Man,"['Biography', 'Drama', 'History']",3,7.388412017167382,466
17846,1213663,The World's End (2013),Action|Comedy|Sci-Fi,2013,The World's End,"['Action', 'Comedy', 'Sci-Fi']",3,7.007168458781362,837
17852,1216475,Cars 2 (2011),Animation|Adventure|Comedy|Family|Sport,2011,Cars 2,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sport']",5,6.703125,64
17854,1216491,Kill the Messenger (2014),Biography|Crime|Drama|Mystery|Thriller,2014,Kill the Messenger,"['Biography', 'Crime', 'Drama', 'Mystery', 'Thriller']",5,7.061797752808989,178
17855,1216492,Leap Year (2010),Comedy|Romance,2010,Leap Year,"['Comedy', 'Romance']",2,6.542857142857143,70
17860,1217209,Brave (2012),Animation|Adventure|Comedy|Family|Fantasy,2012,Brave,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",5,7.419753086419753,243
17867,1217613,World Invasion: Battle Los Angeles (2011),Action|Sci-Fi,2011,World Invasion: Battle Los Angeles,"['Action', 'Sci-Fi']",2,6.193181818181818,88
17870,1219289,Limitless (2011),Mystery|Sci-Fi|Thriller,2011,Limitless,"['Mystery', 'Sci-Fi', 'Thriller']",3,7.671018276762402,383
17873,1219827,Ghost in the Shell (2017),Action|Drama|Sci-Fi|Thriller,2017,Ghost in the Shell,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",4,6.33096926713948,423
17906,1226229,Get Him to the Greek (2010),Adventure|Comedy|Music,2010,Get Him to the Greek,"['Adventure', 'Comedy', 'Music']",3,6.882352941176471,51
17909,1226240,A Late Quartet (2012),Drama|Music,2012,A Late Quartet,"['Drama', 'Music']",2,7.48,75
17915,1226753,The Debt (2010),Drama|Thriller,2010,The Debt,"['Drama', 'Thriller']",2,7.14,50
17918,1226837,Beautiful Boy (2018),Biography|Drama,2018,Beautiful Boy,"['Biography', 'Drama']",2,7.206060606060606,165
17926,1228705,Iron Man 2 (2010),Action|Adventure|Sci-Fi,2010,Iron Man 2,"['Action', 'Adventure', 'Sci-Fi']",3,7.254988913525499,451
17929,1228987,Let Me In (2010),Drama|Fantasy|Horror|Mystery|Thriller,2010,Let Me In,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",5,7.4021739130434785,92
17930,1229238,Mission: Impossible - Ghost Protocol (2011),Action|Adventure|Thriller,2011,Mission: Impossible - Ghost Protocol,"['Action', 'Adventure', 'Thriller']",3,7.489247311827957,186
17931,1229340,Anchorman 2: The Legend Continues (2013),Comedy,2013,Anchorman 2: The Legend Continues,['Comedy'],1,6.713804713804714,594
17937,1229822,Jane Eyre (2011),Drama|Romance,2011,Jane Eyre,"['Drama', 'Romance']",2,7.396825396825397,63
17955,1231583,Due Date (2010),Adventure|Comedy,2010,Due Date,"['Adventure', 'Comedy']",2,7.138655462184874,238
17957,1231587,Hot Tub Time Machine (2010),Comedy|Sci-Fi,2010,Hot Tub Time Machine,"['Comedy', 'Sci-Fi']",2,6.9423076923076925,52
17960,1232200,That&x27;s My Boy (2012),Comedy,2012,That&x27;s My Boy,['Comedy'],1,5.910891089108911,101
17968,1232829,21 Jump Street (2012),Action|Comedy|Crime,2012,21 Jump Street,"['Action', 'Comedy', 'Crime']",3,7.3039772727272725,352
17994,1234719,Red Dawn (2012),Action|Sci-Fi|Thriller,2012,Red Dawn,"['Action', 'Sci-Fi', 'Thriller']",3,5.7336244541484715,229
17995,1234721,RoboCop (2014),Action|Crime|Sci-Fi|Thriller,2014,RoboCop,"['Action', 'Crime', 'Sci-Fi', 'Thriller']",4,6.4400452488687785,884
18004,1235522,Broken City (2013),Crime|Drama|Thriller,2013,Broken City,"['Crime', 'Drama', 'Thriller']",3,6.3128834355828225,326
18032,1241317,Death Note (2017),Adventure|Crime|Drama|Fantasy|Horror|Mystery|Thriller,2017,Death Note,"['Adventure', 'Crime', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",7,4.444043321299639,277
18038,1242432,I Spit on Your Grave (2010),Horror|Thriller,2010,I Spit on Your Grave,"['Horror', 'Thriller']",2,6.267605633802817,71
18041,1242460,We Need to Talk About Kevin (2011),Drama|Mystery|Thriller,2011,We Need to Talk About Kevin,"['Drama', 'Mystery', 'Thriller']",3,7.490196078431373,153
18055,1243957,The Tourist (2010),Action|Adventure|Thriller,2010,The Tourist,"['Action', 'Adventure', 'Thriller']",3,6.404255319148936,94
18056,1243974,Aloha (2015),Comedy|Drama|Romance,2015,Aloha,"['Comedy', 'Drama', 'Romance']",3,5.443661971830986,142
18061,1244754,Conviction (2010),Biography|Crime|Drama,2010,Conviction,"['Biography', 'Crime', 'Drama']",3,7.866666666666666,90
18064,1245492,This Is the End (2013),Comedy|Fantasy,2013,This Is the End,"['Comedy', 'Fantasy']",2,6.984484096198604,1289
18065,1245526,RED (2010),Action|Comedy|Crime|Thriller,2010,RED,"['Action', 'Comedy', 'Crime', 'Thriller']",4,7.186507936507937,252
18074,1247690,Serena (2014),Drama|History|Romance,2014,Serena,"['Drama', 'History', 'Romance']",3,5.527777777777778,72
18079,1250777,Kick-Ass (2010),Action|Comedy,2010,Kick-Ass,"['Action', 'Comedy']",2,7.8113879003558715,281
18091,1253863,300: Rise of an Empire (2014),Action|Fantasy|War,2014,300: Rise of an Empire,"['Action', 'Fantasy', 'War']",3,6.765237020316027,886
18092,1253864,Immortals (2011),Action|Drama|Fantasy|Romance,2011,Immortals,"['Action', 'Drama', 'Fantasy', 'Romance']",4,6.4,80
18101,1255953,Incendies (2010),Drama|Mystery|War,2010,Incendies,"['Drama', 'Mystery', 'War']",3,8.763736263736265,546
18107,1258972,The Man with the Iron Fists (2012),Action,2012,The Man with the Iron Fists,['Action'],1,5.460992907801418,141
18109,1259521,The Cabin in the Woods (2011),Comedy|Horror,2011,The Cabin in the Woods,"['Comedy', 'Horror']",2,6.406779661016949,354
18110,1259528,Den of Thieves (2018),Action|Crime|Drama|Mystery|Thriller,2018,Den of Thieves,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",5,7.161417322834645,254
18134,1262416,Scream 4 (2011),Horror|Mystery,2011,Scream 4,"['Horror', 'Mystery']",2,6.0754716981132075,53
18155,1267297,Hercules (2014),Action|Adventure|Fantasy,2014,Hercules,"['Action', 'Adventure', 'Fantasy']",3,6.331707317073171,410
18164,1270262,The Devil's Double (2011),Biography|Drama|Thriller,2011,The Devil's Double,"['Biography', 'Drama', 'Thriller']",3,7.25,60
18170,1270797,Venom (2018),Action|Sci-Fi|Thriller,2018,Venom,"['Action', 'Sci-Fi', 'Thriller']",3,6.9015486725663715,904
18171,1270798,X: First Class (2011),Action|Adventure|Sci-Fi,2011,X: First Class,"['Action', 'Adventure', 'Sci-Fi']",3,7.836477987421383,318
18180,1272878,2 Guns (2013),Action|Comedy|Crime|Thriller,2013,2 Guns,"['Action', 'Comedy', 'Crime', 'Thriller']",4,6.998882681564246,895
18204,1276104,Looper (2012),Action|Crime|Drama|Sci-Fi|Thriller,2012,Looper,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",5,7.477443609022556,532
18207,1276419,En kongelig affære (2012),Biography|Drama|History|Romance,2012,En kongelig affære,"['Biography', 'Drama', 'History', 'Romance']",4,7.958762886597938,97
18215,1277953,Madagascar 3: Europe's Most Wanted (2012),Animation|Adventure|Comedy|Family,2012,Madagascar 3: Europe's Most Wanted,"['Animation', 'Adventure', 'Comedy', 'Family']",4,7.102564102564102,78
18225,1279935,Date Night (2010),Comedy|Crime|Romance|Thriller,2010,Date Night,"['Comedy', 'Crime', 'Romance', 'Thriller']",4,6.681159420289855,69
18235,1282140,Easy A (2010),Comedy|Drama|Romance,2010,Easy A,"['Comedy', 'Drama', 'Romance']",3,6.908653846153846,208
18242,1284575,Bad Teacher (2011),Comedy|Romance,2011,Bad Teacher,"['Comedy', 'Romance']",2,6.011363636363637,88
18245,1285009,The Strangers: Prey at Night (2018),Horror,2018,The Strangers: Prey at Night,['Horror'],1,5.254901960784314,51
18247,1285016,The Social Network (2010),Biography|Drama,2010,The Social Network,"['Biography', 'Drama']",2,7.930722891566265,332
18270,1288558,Evil Dead (2013),Fantasy|Horror|Thriller,2013,Evil Dead,"['Fantasy', 'Horror', 'Thriller']",3,6.646802325581396,688
18276,1289401,Ghostbusters (2016),Action|Comedy|Fantasy|Sci-Fi,2016,Ghostbusters,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",4,5.842615012106537,413
18277,1289403,The Guernsey Literary Society (2018),Drama|History|Romance,2018,The Guernsey Literary Society,"['Drama', 'History', 'Romance']",3,7.733333333333333,60
18289,1291150,Teenage Mutant Ninja Turtles (2014),Action|Adventure|Comedy|Sci-Fi,2014,Teenage Mutant Ninja Turtles,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",4,6.3189522342064715,649
18295,1291570,Solace (2015),Crime|Drama|Mystery|Thriller,2015,Solace,"['Crime', 'Drama', 'Mystery', 'Thriller']",4,6.788732394366197,142
18296,1291580,Behind the Candelabra (2013),Biography|Drama|Romance,2013,Behind the Candelabra,"['Biography', 'Drama', 'Romance']",3,7.308,250
18297,1291584,Warrior (2011),Drama|Sport,2011,Warrior,"['Drama', 'Sport']",2,8.623300970873787,515
18300,1292566,How to Be Single (2016),Comedy|Drama|Romance,2016,How to Be Single,"['Comedy', 'Drama', 'Romance']",3,6.217616580310881,193
18307,1293847,xXx: Return of Xander Cage (2017),Action|Adventure|Thriller,2017,xXx: Return of Xander Cage,"['Action', 'Adventure', 'Thriller']",3,5.299559471365638,227
18313,1294688,Last Night (2010),Drama|Romance,2010,Last Night,"['Drama', 'Romance']",2,6.766666666666667,60
18314,1294970,The Angriest Man in Brooklyn (2014),Comedy|Drama,2014,The Angriest Man in Brooklyn,"['Comedy', 'Drama']",2,5.858823529411764,85
18324,1297919,Blitz (2011),Action|Crime|Thriller,2011,Blitz,"['Action', 'Crime', 'Thriller']",3,6.068493150684931,73
18331,1298644,The Hustle (2019),Comedy,2019,The Hustle,['Comedy'],1,5.475,80
18333,1298649,The Watch (2012),Action|Comedy|Horror|Sci-Fi,2012,The Watch,"['Action', 'Comedy', 'Horror', 'Sci-Fi']",4,5.729411764705882,170
18334,1298650,Pirates of the Caribbean: On Stranger Tides (2011),Action|Adventure|Fantasy,2011,Pirates of the Caribbean: On Stranger Tides,"['Action', 'Adventure', 'Fantasy']",3,6.846666666666667,150
18339,1300854,Iron Man Three (2013),Action|Adventure|Sci-Fi,2013,Iron Man Three,"['Action', 'Adventure', 'Sci-Fi']",3,7.673267326732673,2424
18345,1302006,The Irishman (2019),Biography|Crime|Drama|History|Thriller,2019,The Irishman,"['Biography', 'Crime', 'Drama', 'History', 'Thriller']",5,8.53816425120773,1035
18346,1302011,Kung Fu Panda 2 (2011),Animation|Action|Adventure|Comedy|Family|Fantasy,2011,Kung Fu Panda 2,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",6,7.396825396825397,63
18362,1306980,50/50 (2011),Comedy|Drama|Romance,2011,50/50,"['Comedy', 'Drama', 'Romance']",3,7.73394495412844,327
18365,1307068,Seeking a Friend for the End of the World (2012),Adventure|Comedy|Drama|Romance|Sci-Fi,2012,Seeking a Friend for the End of the World,"['Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']",5,6.574358974358974,195
18376,1308729,Bullet to the Head (2012),Action|Crime|Thriller,2012,Bullet to the Head,"['Action', 'Crime', 'Thriller']",3,5.746268656716418,134
18387,1311071,Kill Your Darlings (2013),Biography|Drama|Romance|Thriller,2013,Kill Your Darlings,"['Biography', 'Drama', 'Romance', 'Thriller']",4,6.516666666666667,120
18392,1313092,Animal Kingdom (2010),Crime|Drama,2010,Animal Kingdom,"['Crime', 'Drama']",2,7.647058823529412,51
18407,1314655,Devil (2010),Horror|Mystery|Thriller,2010,Devil,"['Horror', 'Mystery', 'Thriller']",3,6.455696202531645,79
18426,1318514,Rise of the Planet of the Apes (2011),Action|Drama|Sci-Fi|Thriller,2011,Rise of the Planet of the Apes,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",4,7.727520435967302,367
18441,1320253,The Expendables (2010),Action|Adventure|Thriller,2010,The Expendables,"['Action', 'Adventure', 'Thriller']",3,6.436507936507937,126
18451,1321511,Oldboy (2013),Action|Drama|Mystery|Thriller,2013,Oldboy,"['Action', 'Drama', 'Mystery', 'Thriller']",4,5.966942148760331,242
18455,1321870,Gangster Squad (2013),Action|Crime|Drama|Thriller,2013,Gangster Squad,"['Action', 'Crime', 'Drama', 'Thriller']",4,6.965244865718799,633
18456,1322269,August: Osage County (2013),Drama,2013,August: Osage County,['Drama'],1,7.440835266821345,431
18471,1323045,Frozen (2010),Adventure|Drama|Sport|Thriller,2010,Frozen,"['Adventure', 'Drama', 'Sport', 'Thriller']",4,6.580246913580247,81
18473,1323594,Despicable Me (2010),Animation|Comedy|Family|Fantasy,2010,Despicable Me,"['Animation', 'Comedy', 'Family', 'Fantasy']",4,7.88,350
18494,1327194,The Lucky One (2012),Drama|Romance,2012,The Lucky One,"['Drama', 'Romance']",2,6.748031496062992,127
18498,1327773,The Butler (2013),Biography|Drama,2013,The Butler,"['Biography', 'Drama']",2,7.517667844522968,566
18527,1333125,Movie 43 (2013),Comedy,2013,Movie 43,['Comedy'],1,4.2677824267782425,239
18535,1334260,Never Let Me Go (2010),Drama|Romance|Sci-Fi,2010,Never Let Me Go,"['Drama', 'Romance', 'Sci-Fi']",3,7.402777777777778,144
18543,1335975,47 Ronin (2013),Action|Adventure|Drama|Fantasy,2013,47 Ronin,"['Action', 'Adventure', 'Drama', 'Fantasy']",4,6.5303571428571425,560
18546,1336608,Rock of Ages (2012),Comedy|Drama|Musical|Romance,2012,Rock of Ages,"['Comedy', 'Drama', 'Musical', 'Romance']",4,6.2631578947368425,114
18568,1340138,Terminator Genisys (2015),Action|Adventure|Sci-Fi,2015,Terminator Genisys,"['Action', 'Adventure', 'Sci-Fi']",3,6.743703703703703,675
18572,1340800,Tinker Tailor Soldier Spy (2011),Drama|Mystery|Thriller,2011,Tinker Tailor Soldier Spy,"['Drama', 'Mystery', 'Thriller']",3,7.421686746987952,166
18575,1341167,Four Lions (2010),Comedy|Crime|Drama,2010,Four Lions,"['Comedy', 'Crime', 'Drama']",3,7.42,50
18589,1343092,The Great Gatsby (2013),Drama|Romance,2013,The Great Gatsby,"['Drama', 'Romance']",2,7.6923474663909,1934
18593,1343727,Dredd (2012),Action|Crime|Sci-Fi,2012,Dredd,"['Action', 'Crime', 'Sci-Fi']",3,7.2063492063492065,378
18604,1345836,The Dark Knight Rises (2012),Action|Thriller,2012,The Dark Knight Rises,"['Action', 'Thriller']",2,8.72859450726979,619
18618,1351685,Jack the Giant Slayer (2013),Adventure|Fantasy,2013,Jack the Giant Slayer,"['Adventure', 'Fantasy']",2,6.573626373626373,455
18634,1355630,If I Stay (2014),Drama|Fantasy|Music|Romance,2014,If I Stay,"['Drama', 'Fantasy', 'Music', 'Romance']",4,7.007518796992481,266
18635,1355631,The Infiltrator (2016),Biography|Crime|Drama|Thriller,2016,The Infiltrator,"['Biography', 'Crime', 'Drama', 'Thriller']",4,7.329166666666667,240
18638,1355644,Passengers (2016),Drama|Romance|Sci-Fi|Thriller,2016,Passengers,"['Drama', 'Romance', 'Sci-Fi', 'Thriller']",4,7.165380374862183,907
18639,1355683,Black Mass (2015),Biography|Crime|Drama,2015,Black Mass,"['Biography', 'Crime', 'Drama']",3,6.985324947589098,477
18656,1361318,Good People (2014),Action|Crime|Thriller,2014,Good People,"['Action', 'Crime', 'Thriller']",3,5.5,60
18668,1365050,Beasts of No Nation (2015),Drama|War,2015,Beasts of No Nation,"['Drama', 'War']",2,7.889487870619946,371
18672,1365519,Tomb Raider (2018),Action|Adventure|Fantasy|Thriller,2018,Tomb Raider,"['Action', 'Adventure', 'Fantasy', 'Thriller']",4,6.472154963680388,413
18675,1366344,The Sitter (2011),Comedy,2011,The Sitter,['Comedy'],1,5.838709677419355,62
18694,1371111,Cloud Atlas (2012),Action|Drama|Mystery|Sci-Fi,2012,Cloud Atlas,"['Action', 'Drama', 'Mystery', 'Sci-Fi']",4,7.338078291814947,562
18696,1371150,This Is Where I Leave You (2014),Comedy|Drama,2014,This Is Where I Leave You,"['Comedy', 'Drama']",2,6.777777777777778,207
18714,1374989,Pride and Prejudice and Zombies (2016),Action|Comedy|Horror|Romance,2016,Pride and Prejudice and Zombies,"['Action', 'Comedy', 'Horror', 'Romance']",4,5.89,100
18715,1374992,Upside Down (2012),Drama|Fantasy|Romance|Sci-Fi,2012,Upside Down,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",4,6.589595375722543,173
18716,1375666,Inception (2010),Action|Adventure|Sci-Fi|Thriller,2010,Inception,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",4,9.023696682464456,1055
18718,1375670,Grown Ups (2010),Comedy,2010,Grown Ups,['Comedy'],1,6.568345323741007,139
18742,1381404,The Company You Keep (2012),Drama|Thriller,2012,The Company You Keep,"['Drama', 'Thriller']",2,6.821917808219178,146
18760,1385826,The Adjustment Bureau (2011),Romance|Sci-Fi|Thriller,2011,The Adjustment Bureau,"['Romance', 'Sci-Fi', 'Thriller']",3,7.3108108108108105,148
